Dates,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity
2024-01-10,Hebbal,Hebbal Flyover,35638,20.19,1.50,100.00,100.00,4,121.28,75.71,62.84,81.65,103,Clear,No
2024-01-10,Yeshwanthpur,Tumkur Road,7947,55.82,1.11,35.55,41.24,1,65.89,55.23,99.96,90.08,197,Fog,No
2024-01-11,Indiranagar,100 Feet Road,42204,37.98,1.50,100.00,100.00,1,134.41,68.96,68.36,88.40,88,Fog,No
2024-01-11,Indiranagar,CMH Road,50058,31.01,1.50,100.00,100.00,3,150.12,47.89,90.83,95.92,104,Clear,No
2024-01-11,Koramangala,Sony World Junction,30042,31.11,1.50,91.30,100.00,2,110.08,43.71,69.27,96.28,94,Fog,No
2024-01-11,Koramangala,Sarjapur Road,28708,45.39,1.50,100.00,100.00,2,107.42,19.65,91.34,54.86,94,Fog,No
2024-01-11,M.G. Road,Trinity Circle,42078,22.58,1.50,100.00,100.00,1,134.16,25.03,65.55,87.71,106,Clear,No
2024-01-11,M.G. Road,Anil Kumble Circle,11834,47.84,1.23,45.26,62.91,0,73.67,52.24,81.33,77.00,195,Clear,No
2024-01-11,Jayanagar,Jayanagar 4th Block,16055,25.35,1.16,57.69,80.92,0,82.11,22.00,78.85,74.18,106,Clear,No
2024-01-11,Hebbal,Ballari Road,34295,23.44,1.50,100.00,100.00,3,118.59,11.87,96.41,77.47,92,Clear,No
2024-01-11,Yeshwanthpur,Tumkur Road,16648,49.50,1.16,46.27,84.76,1,83.30,10.09,82.87,88.75,91,Rain,No
2024-01-12,Indiranagar,100 Feet Road,34839,42.89,1.50,100.00,100.00,0,119.68,76.56,62.95,89.39,86,Rain,No
2024-01-12,Indiranagar,CMH Road,45510,38.61,1.50,100.00,100.00,0,141.02,66.75,93.71,67.08,115,Fog,Yes
2024-01-12,Whitefield,ITPL Main Road,8047,31.63,1.18,24.61,40.58,0,66.09,31.91,68.35,72.61,209,Overcast,No
2024-01-12,Koramangala,Sony World Junction,44550,20.00,1.50,100.00,100.00,1,139.10,49.64,87.35,53.63,96,Clear,Yes
2024-01-12,Koramangala,Sarjapur Road,15107,23.06,1.30,47.66,78.75,1,80.21,71.37,98.49,63.54,111,Rain,No
2024-01-12,Electronic City,Silk Board Junction,23650,47.99,1.01,75.67,100.00,2,97.30,55.13,86.56,81.54,88,Clear,No
2024-01-12,Jayanagar,Jayanagar 4th Block,24344,42.36,1.30,80.98,100.00,1,98.69,43.49,86.09,50.20,107,Overcast,No
2024-01-12,Jayanagar,South End Circle,25095,35.63,1.50,86.04,100.00,3,100.19,29.99,99.85,84.04,102,Fog,Yes
2024-01-12,Hebbal,Hebbal Flyover,11033,37.04,1.16,40.71,53.22,1,72.07,50.26,84.05,86.50,198,Clear,No
2024-01-12,Hebbal,Ballari Road,29978,20.00,1.50,90.85,100.00,1,109.96,40.14,70.74,79.08,113,Clear,No
2024-01-13,Indiranagar,100 Feet Road,48274,24.50,1.50,100.00,100.00,4,146.55,36.56,71.30,82.45,106,Clear,No
2024-01-13,Indiranagar,CMH Road,35680,29.38,1.50,100.00,100.00,4,121.36,69.03,72.18,82.52,86,Clear,No
2024-01-13,Whitefield,Marathahalli Bridge,15073,62.45,1.13,49.22,73.52,0,80.15,21.52,96.99,71.04,99,Clear,No
2024-01-13,Whitefield,ITPL Main Road,28876,41.60,1.50,100.00,100.00,5,107.75,14.87,85.47,97.04,99,Clear,No
2024-01-13,Koramangala,Sony World Junction,46114,39.64,1.50,100.00,100.00,2,142.23,35.59,75.82,88.78,99,Clear,No
2024-01-13,Koramangala,Sarjapur Road,27584,27.53,1.50,94.28,100.00,2,105.17,15.27,89.10,68.11,102,Clear,No
2024-01-13,M.G. Road,Trinity Circle,40043,26.92,1.50,100.00,100.00,2,130.09,16.91,86.78,55.64,80,Clear,Yes
2024-01-13,M.G. Road,Anil Kumble Circle,50928,27.91,1.50,100.00,100.00,0,151.86,41.05,94.59,66.25,111,Clear,No
2024-01-13,Jayanagar,Jayanagar 4th Block,39177,30.91,1.50,100.00,100.00,1,128.35,49.36,65.96,71.79,113,Clear,No
2024-01-13,Hebbal,Hebbal Flyover,20748,62.00,1.32,62.49,100.00,1,91.50,56.52,67.83,82.60,89,Clear,No
2024-01-13,Hebbal,Ballari Road,29298,33.08,1.50,90.79,100.00,3,108.60,38.82,80.61,58.02,93,Overcast,No
2024-01-13,Yeshwanthpur,Tumkur Road,20555,37.20,1.17,62.04,100.00,2,91.11,10.58,96.95,95.96,101,Clear,No
2024-01-14,Indiranagar,100 Feet Road,36423,46.77,1.50,100.00,100.00,3,122.85,56.48,70.46,87.48,112,Clear,No
2024-01-14,Indiranagar,CMH Road,11495,51.06,1.25,37.06,57.52,0,72.99,53.28,91.86,58.84,192,Rain,No
2024-01-14,Koramangala,Sony World Junction,33176,43.06,1.50,100.00,100.00,1,116.35,21.63,72.85,74.53,105,Fog,No
2024-01-14,Electronic City,Silk Board Junction,16925,54.79,1.25,57.32,88.07,0,83.85,19.20,79.21,55.92,110,Clear,No
2024-01-14,M.G. Road,Trinity Circle,52437,42.43,1.50,100.00,100.00,1,154.87,15.55,77.81,54.27,96,Clear,No
2024-01-14,M.G. Road,Anil Kumble Circle,26253,32.98,1.50,82.33,100.00,0,102.51,57.62,60.69,79.67,95,Overcast,Yes
2024-01-14,Hebbal,Hebbal Flyover,21054,43.71,1.23,79.12,100.00,2,92.11,73.31,63.53,64.80,96,Clear,Yes
2024-01-14,Hebbal,Ballari Road,8621,28.56,1.14,29.01,47.24,0,67.24,17.00,87.27,97.78,186,Clear,Yes
2024-01-14,Yeshwanthpur,Tumkur Road,18423,47.79,1.22,65.73,87.60,0,86.85,66.71,99.30,84.91,94,Clear,No
2024-01-15,Indiranagar,100 Feet Road,29402,39.48,1.50,100.00,100.00,2,108.80,34.91,77.41,68.23,97,Rain,No
2024-01-15,Indiranagar,CMH Road,20464,47.69,1.06,60.14,99.01,1,90.93,54.88,90.55,78.27,100,Clear,No
2024-01-15,Whitefield,ITPL Main Road,24133,35.84,1.02,79.97,100.00,2,98.27,16.41,85.06,57.72,96,Rain,No
2024-01-15,Koramangala,Sony World Junction,58205,41.67,1.50,100.00,100.00,3,166.41,35.19,92.55,53.54,107,Clear,Yes
2024-01-15,Koramangala,Sarjapur Road,30452,50.76,1.50,98.22,100.00,0,110.90,79.69,63.06,91.16,98,Clear,No
2024-01-15,M.G. Road,Trinity Circle,49330,26.80,1.50,100.00,100.00,0,148.66,72.59,81.78,54.73,91,Clear,Yes
2024-01-15,M.G. Road,Anil Kumble Circle,26030,34.78,1.50,89.66,100.00,2,102.06,65.84,87.83,54.00,95,Clear,No
2024-01-15,Jayanagar,Jayanagar 4th Block,15363,31.21,1.26,53.03,76.15,2,80.73,54.64,88.50,71.92,79,Overcast,No
2024-01-15,Jayanagar,South End Circle,28407,48.82,1.50,91.68,100.00,0,106.81,34.52,89.00,82.77,115,Fog,No
2024-01-15,Yeshwanthpur,Yeshwanthpur Circle,27024,40.01,1.50,81.03,100.00,3,104.05,62.98,88.14,76.37,95,Fog,No
2024-01-16,Indiranagar,100 Feet Road,25646,20.00,1.50,83.94,100.00,2,101.29,69.15,84.71,92.68,113,Overcast,No
2024-01-16,Indiranagar,CMH Road,32912,31.33,1.50,100.00,100.00,4,115.82,38.18,84.52,56.73,100,Clear,Yes
2024-01-16,Whitefield,Marathahalli Bridge,34524,52.19,1.50,100.00,100.00,2,119.05,33.12,79.34,82.02,99,Clear,Yes
2024-01-16,Whitefield,ITPL Main Road,16503,31.60,1.21,62.09,78.13,2,83.01,69.50,82.95,88.88,81,Clear,No
2024-01-16,Koramangala,Sony World Junction,29489,35.17,1.50,100.00,100.00,1,108.98,31.70,86.56,81.13,103,Fog,No
2024-01-16,Koramangala,Sarjapur Road,44768,20.00,1.50,100.00,100.00,3,139.54,73.72,79.49,75.60,91,Windy,No
2024-01-16,M.G. Road,Trinity Circle,26035,32.75,1.50,87.20,100.00,0,102.07,54.04,88.28,50.48,95,Windy,No
2024-01-16,Jayanagar,Jayanagar 4th Block,8302,26.42,1.20,22.87,40.89,0,66.60,20.58,88.71,66.57,192,Overcast,No
2024-01-16,Hebbal,Ballari Road,15818,53.86,1.24,53.59,83.85,0,81.64,51.65,80.98,58.53,113,Rain,No
2024-01-17,Indiranagar,100 Feet Road,47410,23.51,1.50,100.00,100.00,3,144.82,56.13,97.89,55.02,93,Overcast,No
2024-01-17,Indiranagar,CMH Road,25438,27.53,1.50,92.67,100.00,2,100.88,22.22,84.82,54.19,103,Overcast,No
2024-01-17,Koramangala,Sony World Junction,30813,23.82,1.50,95.86,100.00,0,111.63,14.29,99.89,69.81,100,Clear,No
2024-01-17,Koramangala,Sarjapur Road,44738,20.00,1.50,100.00,100.00,6,139.48,26.80,61.04,71.04,110,Clear,No
2024-01-17,Electronic City,Silk Board Junction,5151,46.19,1.00,21.98,25.34,0,60.30,51.80,60.53,66.32,185,Clear,No
2024-01-17,M.G. Road,Trinity Circle,48952,35.11,1.50,100.00,100.00,1,147.90,30.54,84.34,98.59,90,Windy,No
2024-01-17,M.G. Road,Anil Kumble Circle,46765,45.52,1.50,100.00,100.00,1,143.53,14.89,81.58,63.14,121,Windy,No
2024-01-17,Jayanagar,Jayanagar 4th Block,30467,20.00,1.50,100.00,100.00,2,110.93,35.02,87.04,92.29,112,Clear,No
2024-01-17,Hebbal,Hebbal Flyover,45359,23.69,1.50,100.00,100.00,0,140.72,30.51,88.27,70.53,102,Clear,Yes
2024-01-17,Yeshwanthpur,Yeshwanthpur Circle,19438,37.77,1.00,71.92,100.00,1,88.88,21.43,70.44,69.16,107,Clear,No
2024-01-18,Indiranagar,100 Feet Road,39865,48.45,1.50,100.00,100.00,2,129.73,24.01,87.20,50.97,94,Fog,No
2024-01-18,Indiranagar,CMH Road,38786,39.49,1.50,100.00,100.00,1,127.57,14.94,70.77,74.55,105,Fog,No
2024-01-18,Whitefield,ITPL Main Road,27335,20.00,1.50,89.25,100.00,1,104.67,23.64,65.79,57.94,103,Overcast,No
2024-01-18,Koramangala,Sony World Junction,44227,31.81,1.50,100.00,100.00,2,138.45,63.15,63.85,63.44,102,Fog,No
2024-01-18,Koramangala,Sarjapur Road,15990,39.80,1.30,53.57,79.46,0,81.98,24.90,73.64,59.65,81,Clear,Yes
2024-01-18,Electronic City,Silk Board Junction,18415,25.49,1.17,53.36,94.52,0,86.83,28.12,90.80,69.12,94,Clear,No
2024-01-18,M.G. Road,Trinity Circle,27462,23.83,1.50,95.28,100.00,3,104.92,14.26,92.88,82.57,104,Clear,No
2024-01-18,M.G. Road,Anil Kumble Circle,50933,32.82,1.50,100.00,100.00,4,151.87,30.56,92.12,93.91,101,Clear,No
2024-01-18,Jayanagar,South End Circle,24866,38.01,1.17,81.93,100.00,1,99.73,21.30,81.21,59.62,114,Clear,No
2024-01-18,Hebbal,Ballari Road,31821,51.93,1.50,100.00,100.00,1,113.64,77.89,84.61,86.74,94,Clear,No
2024-01-18,Yeshwanthpur,Tumkur Road,11932,45.87,1.23,35.09,61.07,0,73.86,21.43,81.10,84.75,203,Clear,No
2024-01-19,Indiranagar,CMH Road,29805,29.70,1.50,99.25,100.00,2,109.61,49.28,91.24,90.98,89,Fog,No
2024-01-19,Whitefield,Marathahalli Bridge,8018,43.92,1.14,22.33,36.23,1,66.04,56.31,61.55,82.89,206,Clear,Yes
2024-01-19,Koramangala,Sony World Junction,31729,45.40,1.50,100.00,100.00,2,113.46,23.84,66.36,69.26,115,Clear,No
2024-01-19,Koramangala,Sarjapur Road,45390,33.58,1.50,100.00,100.00,1,140.78,57.19,95.53,89.51,94,Clear,Yes
2024-01-19,Electronic City,Hosur Road,10267,48.81,1.23,24.25,53.65,0,70.53,49.84,73.88,76.71,186,Overcast,No
2024-01-19,M.G. Road,Trinity Circle,37172,21.58,1.50,100.00,100.00,1,124.34,53.61,91.58,92.09,103,Rain,Yes
2024-01-19,M.G. Road,Anil Kumble Circle,22297,46.68,1.07,69.18,100.00,0,94.59,60.74,90.06,50.98,120,Clear,No
2024-01-19,Jayanagar,Jayanagar 4th Block,19265,39.91,1.34,72.23,96.38,3,88.53,30.15,90.50,86.78,108,Clear,No
2024-01-19,Jayanagar,South End Circle,18111,50.78,1.29,59.48,85.57,0,86.22,47.77,63.88,60.59,87,Clear,No
2024-01-19,Hebbal,Hebbal Flyover,10399,44.57,1.18,30.12,56.20,0,70.80,62.98,69.88,85.40,182,Rain,No
2024-01-19,Yeshwanthpur,Tumkur Road,13285,45.29,1.29,37.09,63.22,0,76.57,10.21,80.97,98.54,182,Clear,No
2024-01-20,Indiranagar,CMH Road,40315,39.51,1.50,100.00,100.00,1,130.63,12.91,66.18,82.67,124,Rain,No
2024-01-20,Whitefield,Marathahalli Bridge,11947,49.84,1.06,38.42,55.63,0,73.89,20.11,89.15,77.35,175,Clear,No
2024-01-20,Koramangala,Sony World Junction,52464,40.22,1.50,100.00,100.00,1,154.93,47.10,85.51,52.52,95,Fog,No
2024-01-20,Koramangala,Sarjapur Road,40490,58.62,1.50,100.00,100.00,3,130.98,76.34,90.57,56.45,90,Rain,No
2024-01-20,M.G. Road,Trinity Circle,13696,29.58,1.14,52.65,71.69,0,77.39,56.14,93.21,95.00,197,Fog,No
2024-01-20,M.G. Road,Anil Kumble Circle,22994,31.63,1.25,72.78,100.00,0,95.99,61.19,61.63,87.43,101,Overcast,No
2024-01-20,Hebbal,Hebbal Flyover,10998,41.14,1.27,29.31,59.78,0,72.00,51.63,85.13,78.38,203,Windy,No
2024-01-20,Hebbal,Ballari Road,37711,35.75,1.50,100.00,100.00,0,125.42,51.07,72.56,89.86,109,Clear,No
2024-01-20,Yeshwanthpur,Yeshwanthpur Circle,8678,29.28,1.13,25.03,39.14,0,67.36,52.71,87.25,95.38,195,Fog,No
2024-01-20,Yeshwanthpur,Tumkur Road,19282,33.74,1.10,67.26,96.33,1,88.56,27.97,79.40,52.84,107,Rain,No
2024-01-21,Indiranagar,100 Feet Road,32652,39.65,1.50,100.00,100.00,1,115.30,58.05,72.17,90.29,100,Clear,Yes
2024-01-21,Indiranagar,CMH Road,21690,53.40,1.03,63.56,100.00,0,93.38,68.20,81.74,71.60,92,Clear,No
2024-01-21,Whitefield,Marathahalli Bridge,24208,49.02,1.05,86.69,100.00,0,98.42,55.90,93.22,74.14,119,Rain,No
2024-01-21,Whitefield,ITPL Main Road,16237,48.61,1.24,50.53,79.72,0,82.47,20.97,96.80,79.12,107,Clear,No
2024-01-21,Koramangala,Sony World Junction,56184,30.67,1.50,100.00,100.00,1,162.37,53.21,63.77,73.60,105,Fog,No
2024-01-21,Electronic City,Hosur Road,12381,42.84,1.32,34.82,63.54,2,74.76,20.00,90.35,68.73,179,Clear,No
2024-01-21,M.G. Road,Trinity Circle,39987,40.05,1.50,100.00,100.00,1,129.97,24.02,89.04,58.51,89,Clear,No
2024-01-21,M.G. Road,Anil Kumble Circle,36726,35.50,1.50,100.00,100.00,0,123.45,41.93,94.45,55.80,101,Clear,No
2024-01-21,Jayanagar,Jayanagar 4th Block,23660,41.52,1.26,70.27,100.00,0,97.32,38.81,71.47,77.58,108,Overcast,No
2024-01-21,Jayanagar,South End Circle,30101,39.59,1.50,100.00,100.00,3,110.20,19.74,73.65,66.15,95,Clear,No
2024-01-22,Indiranagar,100 Feet Road,34995,55.40,1.50,100.00,100.00,3,119.99,44.38,80.98,74.40,84,Clear,No
2024-01-22,Whitefield,Marathahalli Bridge,12803,29.02,1.26,38.35,68.05,0,75.61,71.59,96.70,88.44,189,Clear,No
2024-01-22,Koramangala,Sony World Junction,66286,26.96,1.50,100.00,100.00,1,182.57,63.47,82.69,75.71,101,Clear,No
2024-01-22,Koramangala,Sarjapur Road,62996,22.38,1.50,100.00,100.00,2,175.99,37.38,71.39,51.55,99,Clear,No
2024-01-22,Electronic City,Hosur Road,14797,37.92,1.28,58.06,74.00,0,79.59,21.35,70.66,81.65,202,Fog,No
2024-01-22,M.G. Road,Trinity Circle,39135,24.88,1.50,100.00,100.00,1,128.27,35.12,94.27,69.56,90,Overcast,No
2024-01-22,M.G. Road,Anil Kumble Circle,35858,22.39,1.50,100.00,100.00,2,121.72,28.08,72.01,50.51,86,Clear,Yes
2024-01-22,Jayanagar,Jayanagar 4th Block,20617,37.56,1.29,68.01,100.00,1,91.23,34.42,94.84,90.90,101,Fog,No
2024-01-22,Jayanagar,South End Circle,18701,63.48,1.11,67.57,95.04,1,87.40,52.95,66.64,59.73,109,Clear,No
2024-01-22,Hebbal,Hebbal Flyover,33540,43.13,1.50,100.00,100.00,1,117.08,17.83,87.37,99.29,105,Clear,No
2024-01-22,Yeshwanthpur,Tumkur Road,13705,45.13,1.08,54.82,67.10,1,77.41,79.94,96.06,64.33,214,Clear,No
2024-01-23,Indiranagar,100 Feet Road,19057,34.34,1.13,65.90,91.57,1,88.11,52.89,76.07,50.49,91,Clear,No
2024-01-23,Indiranagar,CMH Road,23954,37.82,1.18,79.67,100.00,3,97.91,30.17,89.88,92.90,87,Clear,No
2024-01-23,Koramangala,Sony World Junction,32338,25.97,1.50,100.00,100.00,2,114.68,16.17,66.74,85.36,91,Clear,No
2024-01-23,Electronic City,Silk Board Junction,5791,51.84,1.31,18.04,25.19,0,61.58,16.95,94.52,52.46,189,Clear,No
2024-01-23,M.G. Road,Trinity Circle,22497,31.77,1.28,65.37,100.00,0,94.99,32.06,61.88,71.96,107,Clear,No
2024-01-23,M.G. Road,Anil Kumble Circle,27160,38.16,1.50,88.67,100.00,1,104.32,45.83,70.68,83.46,98,Clear,No
2024-01-23,Hebbal,Ballari Road,34109,42.86,1.50,100.00,100.00,1,118.22,47.73,96.36,88.45,102,Fog,No
2024-01-24,Indiranagar,100 Feet Road,29267,35.48,1.50,97.42,100.00,1,108.53,71.67,61.09,96.73,112,Fog,No
2024-01-24,Indiranagar,CMH Road,35825,48.51,1.50,100.00,100.00,1,121.65,52.56,66.07,84.16,102,Clear,No
2024-01-24,Whitefield,ITPL Main Road,29590,43.23,1.50,93.37,100.00,2,109.18,15.33,61.83,76.03,102,Fog,No
2024-01-24,Koramangala,Sarjapur Road,32248,31.44,1.50,100.00,100.00,1,114.50,35.71,63.04,98.51,99,Clear,No
2024-01-24,M.G. Road,Trinity Circle,25802,43.52,1.50,83.19,100.00,2,101.60,41.60,67.98,55.33,94,Rain,No
2024-01-24,M.G. Road,Anil Kumble Circle,37931,30.03,1.50,100.00,100.00,0,125.86,54.99,88.18,79.87,98,Clear,No
2024-01-24,Jayanagar,South End Circle,17459,41.00,1.06,58.47,89.66,0,84.92,51.02,74.12,74.53,93,Clear,No
2024-01-25,Indiranagar,100 Feet Road,25955,39.92,1.50,95.08,100.00,1,101.91,39.04,80.35,61.71,96,Clear,No
2024-01-25,Indiranagar,CMH Road,25664,30.32,1.50,88.38,100.00,4,101.33,56.86,74.55,76.25,107,Fog,Yes
2024-01-25,Whitefield,Marathahalli Bridge,31585,51.03,1.50,100.00,100.00,2,113.17,76.69,70.60,91.72,87,Clear,No
2024-01-25,Koramangala,Sarjapur Road,33208,45.94,1.50,100.00,100.00,2,116.42,46.76,83.50,72.85,114,Clear,No
2024-01-25,M.G. Road,Anil Kumble Circle,25840,44.78,1.50,89.17,100.00,1,101.68,72.11,93.06,76.79,74,Clear,No
2024-01-25,Jayanagar,Jayanagar 4th Block,25134,26.12,1.50,79.81,100.00,1,100.27,64.13,98.91,89.09,96,Clear,No
2024-01-25,Jayanagar,South End Circle,8949,51.37,1.40,25.41,49.53,1,67.90,68.27,81.67,91.34,200,Rain,No
2024-01-25,Hebbal,Hebbal Flyover,34899,35.83,1.50,100.00,100.00,1,119.80,73.68,92.82,70.06,103,Clear,Yes
2024-01-25,Yeshwanthpur,Yeshwanthpur Circle,23516,32.07,1.30,70.50,100.00,1,97.03,30.82,85.16,83.16,87,Clear,No
2024-01-25,Yeshwanthpur,Tumkur Road,20082,47.40,1.21,63.70,98.48,0,90.16,57.36,72.11,75.28,105,Clear,No
2024-01-26,Indiranagar,100 Feet Road,11459,33.84,1.17,29.65,62.09,1,72.92,65.82,72.80,68.76,174,Clear,No
2024-01-26,Indiranagar,CMH Road,26694,45.62,1.50,91.76,100.00,5,103.39,57.38,86.25,93.47,95,Clear,No
2024-01-26,Whitefield,Marathahalli Bridge,27001,47.17,1.50,96.37,100.00,1,104.00,10.71,73.76,84.72,95,Clear,No
2024-01-26,Whitefield,ITPL Main Road,33105,41.65,1.50,100.00,100.00,2,116.21,62.54,95.32,83.74,88,Clear,No
2024-01-26,Koramangala,Sony World Junction,32524,37.60,1.50,100.00,100.00,1,115.05,46.39,64.57,85.62,115,Clear,Yes
2024-01-26,Koramangala,Sarjapur Road,28850,38.73,1.50,88.63,100.00,1,107.70,77.17,71.76,95.97,92,Clear,No
2024-01-26,Electronic City,Hosur Road,19519,32.32,1.19,65.84,99.24,0,89.04,16.61,74.14,75.89,89,Clear,No
2024-01-26,M.G. Road,Trinity Circle,13774,43.12,1.25,49.66,69.44,1,77.55,62.43,97.37,67.25,196,Clear,No
2024-01-26,M.G. Road,Anil Kumble Circle,40536,28.39,1.50,100.00,100.00,2,131.07,45.00,70.12,77.64,103,Clear,No
2024-01-26,Jayanagar,South End Circle,27929,38.56,1.50,86.79,100.00,3,105.86,22.79,87.87,91.86,116,Windy,No
2024-01-26,Hebbal,Hebbal Flyover,32418,50.03,1.50,100.00,100.00,2,114.84,75.18,97.05,82.11,92,Overcast,No
2024-01-26,Yeshwanthpur,Yeshwanthpur Circle,15913,31.86,1.13,43.35,76.71,1,81.83,15.03,61.29,75.70,95,Clear,No
2024-01-27,Indiranagar,CMH Road,43056,50.46,1.50,100.00,100.00,4,136.11,73.53,68.80,60.05,105,Overcast,No
2024-01-27,Whitefield,ITPL Main Road,23755,33.78,1.18,78.04,100.00,1,97.51,34.40,76.29,71.07,87,Clear,No
2024-01-27,Koramangala,Sony World Junction,33493,27.96,1.50,100.00,100.00,4,116.99,46.83,87.99,63.81,93,Clear,No
2024-01-27,Koramangala,Sarjapur Road,31490,35.10,1.50,100.00,100.00,4,112.98,20.35,98.42,92.80,103,Clear,No
2024-01-27,M.G. Road,Trinity Circle,48901,43.66,1.50,100.00,100.00,2,147.80,66.05,72.43,65.24,107,Fog,No
2024-01-27,Jayanagar,Jayanagar 4th Block,16756,42.74,1.07,58.92,81.93,0,83.51,10.36,93.75,63.59,99,Clear,No
2024-01-27,Jayanagar,South End Circle,40383,35.68,1.50,100.00,100.00,1,130.77,12.45,72.40,71.21,91,Windy,No
2024-01-27,Hebbal,Hebbal Flyover,39573,25.21,1.50,100.00,100.00,4,129.15,78.35,81.83,86.08,102,Clear,Yes
2024-01-27,Yeshwanthpur,Yeshwanthpur Circle,20103,42.65,1.05,74.33,98.97,4,90.21,60.24,84.63,91.59,95,Clear,No
2024-01-27,Yeshwanthpur,Tumkur Road,13796,48.88,1.36,50.08,67.46,0,77.59,68.91,95.66,59.14,205,Overcast,No
2024-01-28,Indiranagar,100 Feet Road,29617,38.90,1.50,100.00,100.00,2,109.23,18.46,84.49,51.59,104,Clear,Yes
2024-01-28,Indiranagar,CMH Road,34514,34.46,1.50,100.00,100.00,3,119.03,38.00,95.87,57.64,96,Clear,No
2024-01-28,Koramangala,Sony World Junction,14062,53.21,1.39,52.95,71.57,1,78.12,57.91,72.56,75.32,192,Clear,No
2024-01-28,Koramangala,Sarjapur Road,60114,53.16,1.50,100.00,100.00,2,170.23,50.25,61.60,71.66,98,Windy,No
2024-01-28,M.G. Road,Trinity Circle,26094,31.44,1.50,80.59,100.00,0,102.19,77.27,94.32,98.11,120,Rain,No
2024-01-28,Jayanagar,Jayanagar 4th Block,18745,36.41,1.03,64.72,98.36,0,87.49,23.00,97.78,74.44,93,Overcast,No
2024-01-28,Hebbal,Hebbal Flyover,28196,46.02,1.50,91.94,100.00,2,106.39,48.35,74.18,50.35,93,Clear,No
2024-01-28,Hebbal,Ballari Road,34158,26.24,1.50,100.00,100.00,3,118.32,33.33,85.50,71.52,77,Overcast,Yes
2024-01-28,Yeshwanthpur,Yeshwanthpur Circle,30975,30.41,1.50,100.00,100.00,6,111.95,49.56,94.54,95.66,91,Windy,No
2024-01-28,Yeshwanthpur,Tumkur Road,16564,36.80,1.08,58.03,84.09,0,83.13,45.30,94.66,89.76,102,Clear,Yes
2024-01-29,Indiranagar,100 Feet Road,25977,21.73,1.50,88.73,100.00,1,101.95,77.71,90.90,72.85,76,Clear,No
2024-01-29,Indiranagar,CMH Road,36437,31.97,1.50,100.00,100.00,1,122.87,78.50,67.65,51.81,105,Windy,Yes
2024-01-29,Whitefield,Marathahalli Bridge,21591,74.85,1.15,78.66,100.00,3,93.18,29.16,92.40,63.84,78,Fog,No
2024-01-29,Koramangala,Sony World Junction,58966,29.23,1.50,100.00,100.00,1,167.93,59.33,97.96,79.51,121,Clear,No
2024-01-29,Koramangala,Sarjapur Road,28784,42.78,1.50,92.61,100.00,1,107.57,37.62,72.79,56.65,101,Rain,No
2024-01-29,M.G. Road,Trinity Circle,34288,20.37,1.50,100.00,100.00,0,118.58,30.43,61.82,50.34,102,Clear,No
2024-01-29,M.G. Road,Anil Kumble Circle,38716,20.51,1.50,100.00,100.00,1,127.43,35.61,61.53,99.24,111,Clear,No
2024-01-29,Jayanagar,South End Circle,19681,38.40,1.04,64.21,97.36,0,89.36,14.25,61.34,84.73,101,Clear,No
2024-01-29,Hebbal,Hebbal Flyover,19102,38.84,1.00,68.25,97.38,1,88.20,53.10,88.88,80.36,96,Clear,No
2024-01-29,Hebbal,Ballari Road,30660,40.85,1.50,94.81,100.00,2,111.32,67.55,76.48,87.69,108,Overcast,No
2024-01-30,Indiranagar,100 Feet Road,10807,36.93,1.04,44.30,55.14,1,71.61,73.75,97.04,82.62,200,Overcast,No
2024-01-30,Indiranagar,CMH Road,33394,37.46,1.50,100.00,100.00,4,116.79,43.16,95.15,61.48,86,Overcast,No
2024-01-30,Koramangala,Sony World Junction,42378,41.26,1.50,100.00,100.00,1,134.76,41.59,72.08,82.96,110,Clear,No
2024-01-30,Koramangala,Sarjapur Road,57860,54.49,1.50,100.00,100.00,4,165.72,44.02,85.34,73.16,94,Overcast,No
2024-01-30,M.G. Road,Trinity Circle,41545,52.82,1.50,100.00,100.00,3,133.09,59.15,97.35,95.47,117,Clear,No
2024-01-30,M.G. Road,Anil Kumble Circle,52000,20.00,1.50,100.00,100.00,6,154.00,12.93,98.01,77.02,104,Fog,No
2024-01-30,Jayanagar,South End Circle,26502,44.89,1.50,85.52,100.00,3,103.00,51.25,88.43,85.80,108,Clear,No
2024-01-30,Hebbal,Hebbal Flyover,28199,35.10,1.50,92.39,100.00,0,106.40,23.71,63.11,58.02,86,Fog,No
2024-01-30,Hebbal,Ballari Road,29530,29.28,1.50,95.70,100.00,1,109.06,59.83,89.23,78.86,109,Fog,No
2024-01-31,Indiranagar,100 Feet Road,51290,35.89,1.50,100.00,100.00,2,152.58,28.06,70.07,71.05,103,Clear,No
2024-01-31,Indiranagar,CMH Road,25029,31.12,1.50,76.82,100.00,1,100.06,50.05,94.21,65.98,86,Fog,No
2024-01-31,Whitefield,Marathahalli Bridge,6120,56.46,1.07,24.38,33.24,1,62.24,63.90,66.39,89.83,183,Fog,No
2024-01-31,Whitefield,ITPL Main Road,17164,40.44,1.25,50.90,83.37,0,84.33,15.86,76.52,89.66,97,Rain,No
2024-01-31,Koramangala,Sarjapur Road,42389,28.52,1.50,100.00,100.00,1,134.78,12.49,88.02,84.99,111,Overcast,Yes
